date,price,log_return
2020-04-21,20.64,-0.0706065558777822
2020-04-22,21.45,0.03849370476066394
2020-04-23,21.82,0.01710233503089853
2020-04-24,21.53,-0.013379669028652952
2020-04-27,21.09,-0.020648316885588436
2020-04-28,21.04,-0.0023736066211741402
2020-04-29,21.0,-0.001902950146086102
2020-04-30,20.39,-0.029477853137059196
2020-05-01,19.8,-0.02936264688587409
2020-05-04,20.18,0.019010077224973276
2020-05-05,19.92,-0.012967762769010793
2020-05-06,19.83,-0.004528309624747706
2020-05-07,20.35,0.025884969356899656
2020-05-08,20.17,-0.008884559922483604
2020-05-11,19.86,-0.015488693349094085
2020-05-12,19.31,-0.028084562176603267
2020-05-13,19.46,0.0077379803174357775
2020-05-14,19.62,0.00818837737935807
2020-05-15,19.96,0.017180816746100724
2020-05-18,21.14,0.057436709558774
2020-05-19,20.76,-0.018138922144403935
2020-05-20,22.06,0.060737955527668586
2020-05-21,21.97,-0.0040881274288375735
2020-05-22,22.19,0.009963850547983544
2020-05-25,22.38,0.00852596593927668
2020-05-26,22.4,0.0008932559772150128
2020-05-27,22.13,-0.012126804798035629
2020-05-28,22.04,-0.004075169778244625
2020-05-29,22.18,0.006331997637507136
2020-06-01,21.75,-0.01957722438752807
2020-06-02,22.84,0.048899627253116584
2020-06-03,22.85,0.00043773255240431297
2020-06-04,22.98,0.0056731550803958974
2020-06-05,24.02,0.044262544231227885
2020-06-08,23.48,-0.02273782169194183
2020-06-09,23.24,-0.010274062976185494
2020-06-10,23.68,0.018755878032094664
2020-06-11,23.04,-0.027398974188114433
2020-06-12,22.78,-0.011348877808654567
2020-06-15,22.93,0.006563138850776973
2020-06-16,23.55,0.026679723592613946
2020-06-17,23.52,-0.0012746974320005933
2020-06-18,25.23,0.07018263962254023
2020-06-19,24.92,-0.012363068733713956
2020-06-22,25.28,0.01434287535940415
2020-06-23,26.15,0.03383562123227524
2020-06-24,26.14,-0.00038248231485615847
2020-06-25,25.92,-0.008451836712001892
2020-06-26,25.46,-0.0179062783548134
2020-06-29,27.35,0.07160793573872981
2020-06-30,27.68,0.011993601881478355
2020-07-01,28.42,0.02638299191948601
2020-07-02,28.09,-0.011679481552802518
2020-07-03,28.64,0.019390700976292585
2020-07-06,30.43,0.06062462181643502
2020-07-07,30.12,-0.010239560977186812
2020-07-08,30.06,-0.001994018606864323
2020-07-09,29.37,-0.02322163911429964
2020-07-10,29.78,0.013863282045333936
2020-07-13,30.14,0.012016165942486445
2020-07-14,30.46,0.010561154268666328
2020-07-15,29.7,-0.025267301658361774
2020-07-16,27.67,-0.07079825200981915
2020-07-17,28.76,0.038636739054011215
2020-07-20,27.1,-0.059451804967190824
2020-07-21,27.51,0.015015847050828146
2020-07-22,27.53,0.0007267442180327599
2020-07-23,28.23,0.025108923110881864
2020-07-24,27.27,-0.0345980454079009
2020-07-27,25.91,-0.05115820228347845
2020-07-28,26.67,0.0289103436199043
2020-07-29,27.13,0.01710078847691765
2020-07-30,26.48,-0.024250395602033237
2020-07-31,27.22,0.027562266154512738
2020-08-03,27.08,-0.005156549179246017
2020-08-04,27.75,0.024440392148369572
2020-08-05,27.69,-0.00216450300957316
2020-08-06,27.3,-0.014184634991956102
2020-08-07,27.32,0.0007323325116748158
2020-08-10,27.6,0.010196738020515461
2020-08-11,27.08,-0.019020324679030587
2020-08-12,26.87,-0.007785025416674252
2020-08-13,26.3,-0.02144148344368091
2020-08-14,26.36,0.002278770450587775
2020-08-17,27.17,0.030265713803949712
2020-08-18,27.41,0.008794486876438246
2020-08-19,27.08,-0.012112462270620572
2020-08-20,26.75,-0.012260974702058558
2020-08-21,26.48,-0.010144742273208163
2020-08-24,28.32,0.06717853775671179
2020-08-25,29.46,0.039465142208965354
2020-08-26,29.48,0.0006786562866514245
2020-08-27,29.23,-0.008516488197981342
2020-08-28,30.38,0.03858891804447229
2020-08-31,29.53,-0.028377801411795467
2020-09-01,28.61,-0.03165038869381265
2020-09-02,29.06,0.01560635108011832
2020-09-03,29.53,0.01604403761369433
2020-09-04,28.13,-0.048570073254065704
2020-09-07,27.81,-0.011440954255891977
2020-09-08,27.53,-0.010119349091357588
2020-09-09,27.94,0.014783034674299866
2020-09-10,29.15,0.04239555896768543
2020-09-11,28.99,-0.005503969862937108
2020-09-14,31.2,0.07346715188187236
2020-09-15,30.53,-0.021708288068650106
2020-09-16,30.71,0.005878527705944325
2020-09-17,29.13,-0.052819763481387394
2020-09-18,28.68,-0.015568555239923842
2020-09-21,27.05,-0.05851301043892887
2020-09-22,28.47,0.05116389599745563
2020-09-23,27.12,-0.04857943821775157
2020-09-24,27.4,0.010271550321829803
2020-09-25,26.75,-0.024008540052009142
2020-09-28,28.28,0.0556203676863567
2020-09-29,27.36,-0.03307274827402251
2020-09-30,27.5,0.005103911918176163
2020-10-01,27.07,-0.01575990104631586
2020-10-02,27.59,0.01902728460298464
2020-10-05,27.49,-0.0036310860520401
2020-10-06,27.34,-0.005471470881350804
2020-10-07,27.44,0.003650971561880656
2020-10-08,26.88,-0.02061928720273576
2020-10-09,26.24,-0.02409755157906046
2020-10-12,26.4,0.006079046076382433
2020-10-13,25.74,-0.025317807984289953
2020-10-14,26.28,0.020761991448429384
2020-10-15,25.48,-0.030914362912447313
2020-10-16,25.4,-0.0031446566794719466
2020-10-19,25.49,0.0035370443635334148
2020-10-20,24.92,-0.022615524468771575
2020-10-21,24.06,-0.0351199833727196
2020-10-22,24.68,0.025442488490654114
2020-10-23,25.98,0.05133381220526623
2020-10-26,24.35,-0.06479516171385447
2020-10-27,24.55,0.0081800047119307
2020-10-28,23.52,-0.04286073121010325
2020-10-29,24.15,0.02643325706815558
2020-10-30,24.19,0.0016549445233540183
2020-11-02,24.15,-0.0016549445233540183
2020-11-03,24.86,0.028975705983983246
2020-11-04,25.57,0.028159703220530297
2020-11-05,26.43,0.03307993931310227
2020-11-06,25.85,-0.0221891276617594
2020-11-09,26.97,0.04241453619720037
2020-11-10,26.64,-0.012311291479450315
2020-11-11,26.52,-0.004514680354526401
2020-11-12,26.32,-0.007570058860545625
2020-11-13,26.68,0.013585114590306535
2020-11-16,27.79,0.04076202270698959
2020-11-17,27.04,-0.027358992579649133
2020-11-18,27.59,0.02013613705443129
2020-11-19,26.75,-0.030918914887179128
2020-11-20,27.15,0.014842573037928908
2020-11-23,27.67,0.018971747418890406
2020-11-24,28.04,0.013283268367554779
2020-11-25,28.04,0.0
2020-11-26,28.54,0.017674549882300994
2020-11-27,28.59,0.0017503942855299215
2020-11-30,29.6,0.0347173549957942
2020-12-01,29.33,-0.009163478340655118
2020-12-02,30.01,0.022919776462916097
2020-12-03,29.46,-0.018497248417791212
2020-12-04,30.57,0.036985724868258796
2020-12-07,30.07,-0.01649113890230547
2020-12-08,30.02,-0.0016641707951219331
2020-12-09,30.16,0.004652716934439471
2020-12-10,31.36,0.039016652342451774
2020-12-11,30.98,-0.01219136049348446
2020-12-14,31.27,0.009317336481027283
2020-12-15,32.43,0.036424748849476885
2020-12-16,32.03,-0.012410956698159836
2020-12-17,32.21,0.005603999722040509
2020-12-18,31.36,-0.02674376786090038
2020-12-21,31.14,-0.0070400290763545925
2020-12-22,31.39,0.00799620444800997
2020-12-23,32.15,0.023923079829765825
2020-12-24,32.41,0.008054566469827495
2020-12-28,33.66,0.03784317160920425
2020-12-29,33.25,-0.012255421660796628
2020-12-30,32.42,-0.02527925079433313
2020-12-31,32.94,0.015912208441963838
2021-01-04,33.89,0.02843226086946604
2021-01-05,33.15,-0.022077268987088505
2021-01-06,33.83,0.02030526616074546
2021-01-07,34.97,0.03314256828266737
2021-01-08,35.14,0.00484953168366653
2021-01-11,34.76,-0.010872782361759814
2021-01-12,34.88,0.0034462986435879195
2021-01-13,33.88,-0.029088729256925294
2021-01-14,33.76,-0.0035482000560973503
2021-01-15,31.96,-0.0547915488296824
2021-01-18,31.84,-0.003761759921891983
2021-01-19,33.3,0.04483403601021596
2021-01-20,33.12,-0.005420067469338985
2021-01-21,34.32,0.03559094510270233
2021-01-22,34.45,0.003780722839906492
2021-01-25,33.39,-0.03125254350410467
2021-01-26,33.56,0.005078427643442129
2021-01-27,33.51,-0.0014909798497861892
2021-01-28,34.17,0.019504164377981414
2021-01-29,33.18,-0.029400781364901984
2021-02-01,33.08,-0.003018414606807962
2021-02-02,35.19,0.06183308117800301
2021-02-03,37.65,0.06757100291240903
2021-02-04,37.49,-0.004258723498081984
2021-02-05,38.43,0.024764173828931924
2021-02-08,38.84,0.010612238846371636
2021-02-09,38.49,-0.009052176127469558
2021-02-10,39.56,0.02742003945885685
2021-02-11,39.0,-0.014256860624865197
2021-02-12,40.28,0.032293421720715365
2021-02-15,39.81,-0.011736930838135873
2021-02-16,39.13,-0.017228700789904572
2021-02-17,38.4,-0.018831976628640223
2021-02-18,38.61,0.005453850682464179
2021-02-19,37.7,-0.023851215822180194
