date,price,log_return,regime
2009-06-24,13.15,0.0230779472825446,1
2009-06-25,13.32,0.0128449064884694,1
2009-06-26,13.25,-0.0052691126800117,1
2009-06-29,13.41,0.0120031448613557,1
2009-06-30,13.15,-0.0195789386698135,1
2009-07-01,13.13,-0.0015220703090683,1
2009-07-02,13.02,-0.0084130515342817,1
2009-07-03,12.96,-0.0046189458562944,1
2009-07-06,12.98,0.001542020351815,1
2009-07-07,13.1,0.0092025189311617,1
2009-07-08,13.35,0.0189041546391526,1
2009-07-09,13.73,0.0280668349336212,1
2009-07-10,13.93,0.0144615680118347,1
2009-07-13,14.61,0.0476614379708935,1
2009-07-14,14.19,-0.0291687345906566,1
2009-07-15,14.45,0.0181569233864897,1
2009-07-16,14.47,0.0013831260849515,1
2009-07-17,14.02,-0.0315926590369484,1
2009-07-20,14.09,0.0049804443041447,1
2009-07-21,14.44,0.024536807554091,1
2009-07-22,14.35,-0.0062521912590498,1
2009-07-23,14.39,0.0027835786936463,1
2009-07-24,14.27,-0.0083740894105313,1
2009-07-27,14.08,-0.0134040807588489,1
2009-07-28,13.74,-0.024444063935693,1
2009-07-29,13.56,-0.0131870042819537,1
2009-07-30,13.67,0.0080793682236088,1
2009-07-31,13.66,-0.000731796593214,1
2009-08-03,14.37,0.0506708459482894,1
2009-08-04,14.54,0.0117607720144397,0
2009-08-05,14.28,-0.0180435151939351,0
2009-08-06,14.3,0.0013995803544233,0
2009-08-07,14.26,-0.0028011222797115,0
2009-08-10,14.13,-0.0091582182897136,0
2009-08-11,14.09,-0.0028348707858474,0
2009-08-12,14.29,0.0140946660311871,0
2009-08-13,14.28,-0.0007000350303378,0
2009-08-14,14.32,0.0027972046210615,0
2009-08-17,14.43,0.0076522112532795,0
2009-08-18,14.71,0.0192181618275668,0
2009-08-19,14.86,0.010145504676267,0
2009-08-20,15.07,0.0140329733487907,0
2009-08-21,15.32,0.0164531516740411,0
2009-08-24,15.14,-0.0118189163031421,0
2009-08-25,15.15,0.0006602839460754,0
2009-08-26,15.14,-0.0006602839460754,0
2009-08-27,15.1,-0.0026455041884241,0
2009-08-28,15.13,0.0019847839793856,0
2009-08-31,14.89,-0.0159896811043469,0
2009-09-01,14.77,-0.0080917501526291,0
2009-09-02,14.99,0.014785215571218,0
2009-09-03,15.32,0.0217758521979387,0
2009-09-04,15.18,-0.0091803923449611,0
2009-09-07,15.29,0.0072202479734868,0
2009-09-08,15.42,0.0084663481942124,0
2009-09-09,15.12,-0.0196469973837962,0
2009-09-10,15.05,-0.0046403795565019,0
2009-09-11,14.53,-0.0351625136126934,1
2009-09-14,13.86,-0.0472084838204343,1
2009-09-15,14.23,0.0263454183400035,1
2009-09-16,14.01,-0.0155810517528451,1
2009-09-17,13.56,-0.0326470778366663,1
2009-09-18,13.6,0.002945510229757,1
2009-09-21,13.9,0.0218190473946395,1
2009-09-22,13.67,-0.0166851894007877,1
2009-09-23,13.29,-0.0281917780107043,1
2009-09-24,12.75,-0.0414806011207189,1
2009-09-25,13.06,0.0240228522438501,1
2009-09-28,13.44,0.0286812112467185,1
2009-09-29,13.1,-0.0256231048878978,1
2009-09-30,13.36,0.0196529379013941,1
2009-10-01,13.22,-0.0105343336849594,1
2009-10-02,13.05,-0.0129427006548379,1
2009-10-05,13.12,0.0053496497472407,1
2009-10-06,13.73,0.0454454362639364,1
2009-10-07,13.61,-0.008778403116505,1
2009-10-08,13.42,-0.0140586851198389,1
2009-10-09,13.78,0.0264721340419766,1
2009-10-12,14.28,0.0356416913259258,1
2009-10-13,14.32,0.0027972046210615,1
2009-10-14,14.44,0.0083449719321802,1
2009-10-15,14.22,-0.0153527090895853,1
2009-10-16,14.14,-0.0056417639066679,1
2009-10-18,14.15,0.0007069636208201,1
2009-10-19,14.44,0.0202875093754331,1
2009-10-20,14.58,0.0096485931158323,1
2009-10-21,14.97,0.0263974718510247,1
2009-10-22,14.46,-0.0346619817009181,1
2009-10-23,14.39,-0.0048526958313424,1
2009-10-25,14.39,0.0,1
2009-10-26,14.34,-0.0034806857278022,1
2009-10-27,14.26,-0.0055944201853241,1
2009-10-28,14.24,-0.0014035090023201,1
2009-10-29,14.75,0.035188176801999,1
2009-10-30,14.54,-0.0143396106804556,1
2009-11-01,14.56,0.0013745706631667,1
2009-11-02,14.54,-0.0013745706631667,1
2009-11-03,14.39,-0.0103699512060968,1
2009-11-04,14.36,-0.0020869572791983,1
2009-11-05,14.37,0.0006961364708555,1
2009-11-06,13.97,-0.028230526822063,1
2009-11-08,13.97,0.0,1
2009-11-09,13.87,-0.0071839389421302,1
2009-11-10,13.72,-0.0108736120290009,1
2009-11-11,13.52,-0.0146845516829214,1
2009-11-12,13.31,-0.0156544382077976,1
2009-11-13,13.41,0.0074850648865667,1
2009-11-15,13.41,0.0,1
2009-11-16,13.74,0.0243105895006161,1
2009-11-17,13.35,-0.0287949019479447,1
2009-11-18,13.5,0.0111733005981253,1
2009-11-19,13.39,-0.0081815257413024,1
2009-11-20,13.07,-0.0241886320669504,1
2009-11-22,13.1,0.0022927025709749,1
2009-11-23,13.1,0.0,1
2009-11-24,12.63,-0.0365372938447059,1
2009-11-25,12.88,0.0196007843138077,1
2009-11-26,12.93,0.0038744721075585,1
2009-11-27,13.18,0.0191503362905951,1
2009-11-29,13.16,-0.0015186031771898,1
2009-11-30,13.14,-0.0015209128407067,1
2009-12-01,13.49,0.0262876571631998,1
2009-12-02,13.57,0.0059128036271132,1
2009-12-03,13.85,0.0204237587865701,1
2009-12-04,14.12,0.0193069994317482,1
2009-12-06,14.12,0.0,1
2009-12-07,14.76,0.0443285871072305,1
2009-12-08,14.09,-0.0464554932617375,1
2009-12-09,14.17,0.0056617277920003,1
2009-12-10,14.17,0.0,1
2009-12-11,14.36,0.0133195099174887,1
2009-12-13,14.39,0.0020869572791983,1
2009-12-14,14.37,-0.0013908208083428,1
2009-12-15,14.47,0.0069348405524589,1
2009-12-16,14.17,-0.0209504869408032,1
2009-12-17,13.41,-0.0551263564090023,1
2009-12-18,13.39,-0.0014925375905057,1
2009-12-20,13.6,0.0155616330389252,1
2009-12-21,12.25,-0.1045438557512703,1
2009-12-22,12.49,0.0194023871467501,1
2009-12-23,12.78,0.0229531248119023,1
2009-12-24,12.55,-0.0181607833715955,1
2009-12-25,12.74,0.0150259845662241,1
2009-12-28,12.55,-0.0150259845662241,1
2009-12-29,12.44,-0.0088035782667597,1
2009-12-30,12.45,0.0008035355996831,1
2009-12-31,12.31,-0.0113086827143544,1
2010-01-01,12.52,0.0169154254755903,1
2010-01-04,12.91,0.0306748391865987,1
2010-01-05,12.52,-0.0306748391865987,1
2010-01-06,12.22,-0.0242534119285031,1
2010-01-07,12.57,0.0282390688587068,1
2010-01-08,12.82,0.0196934288903678,1
2010-01-11,13.0,0.0139429059690128,1
2010-01-12,12.71,-0.0225602722601738,1
2010-01-13,12.94,0.0179342038713916,1
2010-01-14,13.44,0.037912046022249,1
2010-01-15,13.23,-0.0157483569681393,1
2010-01-18,13.55,0.0238995691988459,1
2010-01-19,13.63,0.005886698382731,1
2010-01-20,13.21,-0.0312991271742073,1
2010-01-21,13.07,-0.010654590898103,1
2010-01-22,12.97,-0.0076805293077781,1
2010-01-25,13.28,0.0236201457199349,1
2010-01-26,13.46,0.0134631801682942,1
2010-01-27,13.25,-0.0157247717843507,1
2010-01-28,12.99,-0.0198177217497228,1
2010-01-29,12.71,-0.0217907454811454,1
2010-01-31,12.85,0.0109547261398659,1
2010-02-01,12.57,-0.0220307887390727,1
2010-02-02,12.59,0.0015898254540998,1
2010-02-03,12.59,0.0,1
2010-02-04,13.06,0.0366512757920292,1
2010-02-05,13.11,0.0038211739273235,1
2010-02-08,13.6,0.0366944949663978,1
2010-02-09,13.41,-0.0140690954484195,1
2010-02-10,13.12,-0.0218629137776438,1
2010-02-11,13.06,-0.004583659667658,1
2010-02-12,12.82,-0.0185476723557611,1
2010-02-15,13.0,0.0139429059690128,1
2010-02-16,13.16,0.0122325684356345,1
2010-02-17,12.79,-0.0285183103064201,1
2010-02-18,12.83,0.0031225630367939,1
2010-02-19,12.36,-0.0373207265980002,1
2010-02-22,12.63,0.0216094843328549,1
2010-02-23,12.58,-0.0039666850901052,1
2010-02-24,12.92,0.0266682470821613,1
2010-02-25,12.76,-0.012461220437812,1
2010-02-26,12.86,0.0078064408928293,1
2010-03-01,13.19,0.02533724791975,1
2010-03-02,13.16,-0.0022770408320518,1
2010-03-03,13.4,0.0180727810596943,1
2010-03-04,12.98,-0.0318449956809216,1
2010-03-05,13.16,0.0137722146212273,0
2010-03-08,12.96,-0.0153142349730424,0
2010-03-09,12.99,0.0023121397583794,0
2010-03-10,13.09,0.0076687492393001,0
2010-03-11,12.85,-0.0185047685805797,0
2010-03-12,12.76,-0.0070285334245849,0
2010-03-15,12.92,0.012461220437812,0
2010-03-16,12.84,-0.0062112000926406,0
2010-03-17,12.88,0.0031104224143923,0
2010-03-18,12.95,0.0054200674693389,0
2010-03-19,12.96,0.0007719027785824,0
2010-03-22,12.97,0.0007713074042237,0
2010-03-23,12.79,-0.0139753827376014,0
2010-03-24,12.67,-0.0094266212577034,0
2010-03-25,12.55,-0.0095163287552546,0
2010-03-26,12.81,0.0205054503308499,0
2010-03-29,12.67,-0.0109891215755952,0
2010-03-30,12.73,0.0047244182362673,0
2010-03-31,12.71,-0.0015723273679522,0
2010-04-01,12.98,0.0210206260745811,0
